Attrition,Gender,Age,MaritalStatus,EducationField,Level of Education,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,BusinessTravel,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance
No,Male,30,Divorced,Life Sciences,4,3491,7,1,2,No,13,3,Travel_Rarely,3,10,7,8,9,3,3,3,1,2
No,Male,44,Single,Other,4,4541,29,1,2,No,25,4,Travel_Rarely,0,20,11,13,17,4,3,4,2,3
No,Male,20,Single,Marketing,3,2678,21,1,1,No,17,3,Travel_Rarely,0,2,1,2,2,3,4,4,4,3
No,Male,46,Divorced,Technical Degree,4,7379,2,2,2,No,11,3,Travel_Rarely,1,6,3,1,4,4,3,4,3,2
No,Male,42,Married,Medical,5,6272,2,7,2,No,16,3,Non-Travel,1,4,3,0,3,4,4,1,1,4
No,Male,60,Divorced,Marketing,4,5220,7,0,2,Yes,18,3,Travel_Rarely,1,11,7,1,9,2,4,4,2,3
No,Female,32,Married,Other,3,2743,13,1,1,No,20,4,Travel_Frequently,1,2,2,2,2,3,2,2,3,3
No,Female,32,Single,Life Sciences,2,4998,2,4,2,Yes,14,3,Travel_Frequently,0,8,7,0,7,4,3,3,4,3
No,Female,36,Divorced,Technical Degree,3,10252,1,2,3,Yes,21,4,Travel_Rarely,1,7,7,7,7,3,1,1,3,3
No,Male,33,Married,Medical,3,2781,9,0,1,No,13,3,Travel_Rarely,1,14,10,4,10,1,3,4,2,3
No,Female,40,Divorced,Technical Degree,3,6852,10,7,2,No,12,3,Travel_Rarely,1,5,1,1,3,2,2,2,2,4
No,Male,25,Single,Life Sciences,4,4950,10,0,2,No,14,3,Travel_Rarely,0,4,3,1,1,3,3,4,2,3
No,Male,30,Married,Medical,3,3579,1,0,1,Yes,21,4,Travel_Rarely,1,11,9,5,7,4,3,2,1,3
No,Female,42,Married,Medical,5,13191,26,3,3,Yes,17,3,Travel_Frequently,0,1,0,0,0,1,3,1,3,3
No,Female,35,Married,Marketing,2,10377,8,4,3,Yes,11,3,Non-Travel,1,13,2,4,12,3,2,4,2,2
No,Male,27,Married,Life Sciences,3,2235,14,1,1,Yes,14,3,Travel_Rarely,2,9,7,6,8,1,3,1,4,2
No,Female,54,Divorced,Life Sciences,4,10502,1,7,3,No,17,3,Travel_Frequently,1,5,4,1,4,4,3,3,1,1
No,Female,44,Married,Life Sciences,1,2011,2,1,1,No,13,3,Travel_Rarely,1,10,5,7,7,1,4,4,4,3
Yes,Female,19,Single,Medical,3,1859,10,1,1,Yes,25,4,Non-Travel,0,1,1,0,0,1,2,2,2,4
No,Female,29,Divorced,Life Sciences,3,3760,1,1,1,No,15,3,Travel_Rarely,3,3,2,1,2,1,3,4,1,3
No,Male,54,Married,Life Sciences,3,17779,3,3,4,No,14,3,Travel_Rarely,0,10,9,0,9,4,3,4,1,3
No,Male,31,Married,Medical,2,6833,11,1,2,Yes,12,3,Travel_Rarely,0,6,5,0,1,3,3,1,4,2
No,Female,31,Single,Medical,3,6812,24,1,2,No,19,3,Travel_Rarely,0,10,9,1,8,3,2,1,2,3
No,Female,59,Single,Life Sciences,3,5171,3,5,2,No,17,3,Travel_Rarely,0,6,1,0,5,3,2,4,4,3
No,Male,43,Married,Life Sciences,3,19740,3,3,5,No,14,3,Travel_Rarely,1,8,7,0,7,3,1,4,2,3
No,Male,49,Married,Medical,2,18711,4,2,5,No,13,3,Travel_Rarely,1,1,0,0,0,1,2,3,3,4
No,Male,36,Married,Technical Degree,3,3692,3,1,1,No,12,3,Travel_Frequently,0,11,10,0,7,3,3,2,3,2
No,Male,48,Single,Technical Degree,2,2559,2,5,1,No,11,3,Travel_Rarely,0,1,0,0,0,4,4,2,3,2
No,Male,27,Divorced,Life Sciences,2,2517,4,1,1,No,11,3,Travel_Rarely,3,5,3,0,3,1,3,3,2,3
No,Male,29,Divorced,Life Sciences,3,6623,7,1,2,Yes,11,3,Travel_Rarely,2,6,0,1,0,3,3,4,2,3
No,Male,48,Single,Life Sciences,3,18265,1,6,5,No,12,3,Travel_Rarely,0,1,0,0,0,4,2,4,3,4
No,Female,29,Divorced,Life Sciences,3,16124,1,3,4,No,14,3,Travel_Rarely,2,7,7,1,7,4,2,4,2,2
No,Female,34,Married,Technical Degree,3,2585,20,0,1,No,17,3,Travel_Rarely,0,1,0,0,0,3,4,3,4,2
No,Male,44,Married,Marketing,3,18213,5,7,5,No,11,3,Travel_Rarely,1,22,9,3,10,2,3,2,3,3
No,Male,33,Divorced,Marketing,5,8380,10,0,3,Yes,14,3,Travel_Rarely,2,9,8,0,8,4,4,3,4,3
No,Female,19,Single,Life Sciences,3,2994,25,1,1,Yes,12,3,Travel_Rarely,0,1,0,0,1,2,4,4,4,3
No,Male,23,Married,Life Sciences,2,1223,1,1,1,No,22,4,Travel_Rarely,1,1,0,0,1,4,3,3,4,3
Yes,Male,25,Single,Life Sciences,1,1118,24,1,1,Yes,14,3,Travel_Frequently,0,1,0,1,0,3,1,4,4,3
No,Male,26,Single,Life Sciences,2,2875,4,1,1,Yes,20,4,Travel_Rarely,0,8,5,2,2,3,3,4,2,2
Yes,Female,45,Single,Marketing,3,18824,2,2,5,Yes,16,3,Travel_Rarely,0,24,10,1,11,1,1,2,1,3
No,Male,55,Divorced,Medical,1,13577,8,1,4,Yes,15,3,Non-Travel,1,33,9,15,0,4,2,2,4,3
Yes,Female,21,Single,Life Sciences,2,2625,10,1,1,No,20,4,Travel_Frequently,0,2,2,2,2,1,2,3,3,1
No,Female,46,Married,Marketing,2,18789,4,2,5,No,14,3,Travel_Rarely,1,11,4,0,8,4,2,2,3,3
No,Female,34,Single,Marketing,3,4538,2,0,2,Yes,12,3,Travel_Rarely,0,3,2,0,2,3,3,1,4,3
No,Male,51,Divorced,Life Sciences,3,19847,9,4,5,Yes,24,4,Travel_Frequently,1,29,10,11,10,4,3,2,1,2
No,Male,59,Single,Medical,4,10512,18,6,3,No,12,3,Travel_Rarely,0,9,7,5,4,4,3,4,4,2
No,Female,34,Divorced,Medical,3,4444,19,4,2,No,13,3,Travel_Frequently,2,11,8,5,10,3,3,2,3,4
No,Male,28,Single,Medical,4,2154,1,0,1,Yes,11,3,Travel_Frequently,0,4,2,0,2,4,3,3,3,2
No,Male,44,Divorced,Life Sciences,2,19190,4,1,5,No,14,3,Travel_Rarely,2,25,9,14,13,3,4,1,4,2
No,Male,34,Married,Life Sciences,3,4490,11,4,2,No,11,3,Travel_Frequently,2,10,9,1,8,3,2,2,4,4
No,Male,35,Married,Life Sciences,1,3506,6,0,1,Yes,14,3,Travel_Rarely,0,3,2,2,2,3,3,3,4,3
No,Female,42,Married,Medical,4,2372,7,6,2,Yes,16,3,Travel_Rarely,0,1,0,0,0,2,4,2,4,3
No,Female,43,Single,Marketing,4,10231,4,3,3,No,14,3,Travel_Rarely,0,21,7,15,17,4,2,4,4,4
No,Female,36,Single,Life Sciences,4,5410,2,9,2,Yes,11,3,Travel_Rarely,0,16,14,5,12,3,3,2,4,3
Yes,Female,44,Married,Medical,3,7978,15,1,3,No,11,3,Travel_Rarely,1,10,7,0,5,1,3,4,4,3
No,Male,28,Married,Life Sciences,3,3867,2,1,1,Yes,12,3,Travel_Frequently,1,2,2,2,2,4,2,4,2,3
No,Female,51,Single,Medical,2,2838,6,0,1,No,14,3,Travel_Frequently,0,7,0,7,7,2,2,3,2,2
No,Female,30,Single,Medical,2,4695,9,7,2,Yes,18,3,Non-Travel,0,8,4,1,7,3,3,3,3,3
Yes,Female,29,Divorced,Technical Degree,3,3339,7,3,1,Yes,13,3,Travel_Rarely,2,7,7,7,7,2,3,3,1,3
No,Male,28,Single,Technical Degree,3,2080,1,2,1,No,11,3,Travel_Rarely,0,3,2,1,2,4,3,1,2,2
No,Female,25,Single,Medical,3,2096,1,1,1,No,18,3,Travel_Rarely,0,2,2,2,1,4,3,2,4,2
No,Male,32,Married,Medical,3,6209,8,1,2,No,15,3,Travel_Rarely,2,10,7,0,8,3,4,4,3,4
No,Female,45,Single,Medical,3,18061,25,3,5,No,22,4,Travel_Frequently,0,0,0,0,0,2,3,2,3,3
No,Female,39,Divorced,Medical,4,17123,13,6,4,Yes,13,3,Travel_Rarely,2,19,9,15,2,3,2,2,4,3
No,Male,58,Divorced,Life Sciences,4,2372,23,1,1,No,12,3,Travel_Rarely,2,2,2,2,2,1,3,3,4,3
Yes,Male,32,Married,Life Sciences,2,4883,7,1,2,No,18,3,Travel_Rarely,1,10,4,1,1,4,3,3,1,3
Yes,Male,39,Single,Medical,3,3904,23,0,1,No,13,3,Travel_Rarely,0,5,2,0,3,3,3,1,1,3
No,Female,30,Married,Technical Degree,3,4627,6,0,2,No,12,3,Travel_Rarely,1,9,2,6,7,1,2,4,1,3
No,Female,36,Married,Technical Degree,4,7094,10,3,3,No,12,3,Travel_Rarely,0,7,7,1,7,4,3,3,1,3
No,Female,46,Single,Life Sciences,2,3423,1,6,1,No,12,3,Travel_Rarely,0,7,6,5,7,4,3,1,3,4
No,Female,28,Married,Life Sciences,3,6674,1,0,2,No,11,3,Non-Travel,3,9,8,7,5,3,1,4,1,3
No,Female,50,Married,Life Sciences,3,16880,28,4,4,Yes,11,3,Travel_Rarely,0,3,2,1,2,4,3,1,2,3
Yes,Male,40,Single,Marketing,4,9094,25,2,3,Yes,12,3,Travel_Rarely,0,5,4,1,0,4,2,2,3,3
Yes,Male,52,Single,Life Sciences,3,8446,5,9,3,Yes,19,3,Travel_Rarely,0,8,7,7,7,2,3,2,3,2
No,Female,30,Married,Medical,4,11916,17,1,3,Yes,23,4,Travel_Rarely,2,9,1,0,8,2,3,1,4,3
No,Male,39,Single,Life Sciences,2,4534,18,0,2,No,11,3,Travel_Rarely,0,8,7,1,7,1,3,3,1,3
No,Female,31,Divorced,Life Sciences,4,9852,2,1,3,Yes,19,3,Non-Travel,1,10,8,9,6,4,3,3,1,2
No,Male,41,Single,Medical,2,6151,10,1,2,No,13,3,Non-Travel,0,19,2,11,9,3,1,2,1,3
Yes,Female,31,Single,Life Sciences,3,2302,1,1,1,Yes,11,3,Travel_Frequently,0,3,2,2,2,4,3,2,1,4
Yes,Male,44,Married,Life Sciences,3,2362,3,4,1,No,12,3,Travel_Rarely,0,3,2,1,2,1,3,1,3,4
No,Male,42,Married,Life Sciences,1,17861,2,0,4,Yes,13,3,Non-Travel,0,20,8,2,10,3,3,3,4,2
No,Female,55,Married,Medical,2,19187,2,4,5,No,14,3,Travel_Rarely,1,19,9,9,11,4,1,3,4,3
No,Male,56,Single,Life Sciences,4,19717,8,6,5,No,14,3,Travel_Rarely,0,7,3,7,7,4,3,2,1,3
No,Male,40,Divorced,Life Sciences,2,3544,16,9,1,No,16,3,Non-Travel,1,4,2,0,0,3,3,3,2,3
No,Male,34,Divorced,Life Sciences,3,8500,9,0,3,No,11,3,Travel_Rarely,1,9,7,1,6,4,3,4,4,2
No,Male,40,Single,Life Sciences,3,4661,2,1,2,No,13,3,Travel_Rarely,0,9,8,8,8,3,3,4,3,3
No,Female,41,Divorced,Marketing,3,4103,1,0,2,No,17,3,Travel_Frequently,1,9,3,1,7,3,3,1,4,3
No,Male,35,Single,Life Sciences,4,4249,4,1,2,Yes,11,3,Travel_Frequently,0,9,6,1,1,3,3,3,2,3
No,Male,51,Divorced,Life Sciences,3,14026,5,1,4,Yes,11,3,Travel_Rarely,1,33,9,0,10,3,3,2,2,3
No,Female,38,Divorced,Life Sciences,2,6893,2,3,2,No,15,3,Travel_Rarely,1,7,7,1,7,2,3,1,4,3
No,Female,34,Single,Medical,2,6125,15,1,2,No,12,3,Travel_Rarely,0,10,8,9,6,3,3,1,4,4
No,Male,25,Married,Medical,1,3669,19,3,1,No,11,3,Travel_Rarely,3,3,2,1,2,4,3,4,3,2
Yes,Female,58,Married,Medical,4,10008,7,7,3,Yes,14,3,Travel_Rarely,0,10,9,5,9,3,2,1,4,2
No,Male,40,Married,Life Sciences,4,2387,1,3,1,No,22,4,Travel_Rarely,1,4,2,0,3,2,3,2,3,3
No,Female,36,Married,Marketing,3,4639,7,2,2,No,16,3,Travel_Frequently,1,15,7,6,13,1,4,1,4,2
No,Male,48,Single,Life Sciences,3,7898,4,1,3,No,11,3,Travel_Rarely,0,10,9,0,8,4,3,4,3,3
No,Female,27,Married,Medical,3,2534,11,8,1,No,14,3,Travel_Rarely,1,1,0,0,0,3,4,4,2,3
No,Female,51,Single,Technical Degree,2,13142,11,3,4,No,16,3,Travel_Rarely,0,5,2,0,3,4,2,2,2,2
No,Female,18,Single,Life Sciences,3,1611,1,1,1,No,15,3,Non-Travel,0,0,0,0,0,4,3,4,3,4
No,Female,35,Married,Medical,3,5363,1,0,2,No,12,3,Travel_Rarely,1,9,7,0,0,4,2,4,2,3
No,Male,27,Single,Life Sciences,1,5071,2,3,2,No,20,4,Travel_Frequently,0,6,2,0,0,4,1,4,2,3
Yes,Male,55,Single,Marketing,4,13695,13,6,4,Yes,17,3,Travel_Rarely,0,19,7,3,8,1,4,3,3,2
No,Male,56,Married,Life Sciences,3,13402,23,4,4,Yes,12,3,Travel_Rarely,1,19,16,15,9,4,3,2,1,3
No,Female,34,Divorced,Technical Degree,1,2029,26,1,1,No,20,4,Non-Travel,3,5,4,0,0,1,2,3,3,3
No,Female,40,Divorced,Medical,1,6377,2,5,2,No,20,4,Travel_Rarely,3,12,11,11,8,2,4,3,2,3
No,Male,34,Married,Medical,3,5429,29,4,2,No,13,3,Travel_Rarely,2,8,7,7,7,2,3,3,1,3
Yes,Female,31,Single,Life Sciences,3,2785,2,7,1,No,14,3,Travel_Frequently,0,1,0,0,0,3,2,4,3,4
Yes,Female,35,Married,Marketing,4,4614,18,0,2,Yes,18,3,Travel_Frequently,1,4,2,3,2,4,3,3,3,2
No,Male,38,Divorced,Life Sciences,3,2610,7,1,1,No,11,3,Travel_Frequently,3,4,2,0,3,4,4,3,4,3
No,Female,34,Single,Technical Degree,4,6687,2,1,2,No,11,3,Travel_Rarely,0,14,11,4,11,3,3,4,4,4
No,Male,28,Married,Life Sciences,3,4724,26,1,2,No,11,3,Travel_Rarely,1,5,3,0,4,3,2,1,3,3
Yes,Male,31,Married,Medical,4,6179,22,1,2,Yes,15,3,Travel_Rarely,2,10,2,6,7,4,3,3,4,2
No,Male,39,Married,Life Sciences,4,6120,21,3,2,Yes,12,3,Travel_Rarely,2,5,4,1,4,1,2,4,4,4
No,Male,51,Married,Marketing,3,10596,2,2,3,No,11,3,Travel_Frequently,0,4,2,3,2,2,3,2,2,3
No,Female,41,Divorced,Life Sciences,3,5467,22,3,2,Yes,14,3,Travel_Frequently,2,6,2,3,3,4,3,4,1,2
No,Male,37,Married,Life Sciences,1,2996,4,7,1,Yes,15,3,Travel_Rarely,0,6,4,1,3,3,3,3,4,3
No,Male,33,Married,Life Sciences,1,9998,5,6,2,No,13,3,Travel_Frequently,0,5,4,1,2,2,3,4,1,4
No,Male,32,Married,Marketing,1,4078,2,0,2,Yes,13,3,Travel_Rarely,3,3,2,1,2,3,3,2,1,2
No,Male,39,Married,Life Sciences,2,10920,25,3,3,No,21,4,Non-Travel,1,6,4,0,5,3,3,3,2,3
No,Male,25,Married,Life Sciences,1,6232,18,2,2,No,11,3,Travel_Rarely,0,3,2,1,2,1,4,3,2,2
No,Female,52,Married,Medical,2,13247,28,2,4,Yes,11,3,Travel_Frequently,1,5,3,0,2,4,4,3,2,2
No,Female,43,Single,Medical,3,4081,6,1,2,Yes,14,3,Travel_Rarely,0,20,7,1,8,1,2,3,1,1
No,Female,27,Married,Marketing,3,5769,10,1,2,Yes,11,3,Travel_Rarely,0,6,2,4,4,4,2,4,4,3
Yes,Female,27,Single,Life Sciences,4,2394,17,1,1,Yes,13,3,Travel_Rarely,0,8,2,7,7,4,3,3,4,3
No,Male,26,Single,Medical,1,3904,2,0,1,No,12,3,Travel_Rarely,0,4,3,1,1,1,2,4,4,3
No,Female,42,Married,Human Resources,3,16799,10,0,4,No,14,3,Travel_Rarely,1,20,7,0,9,3,3,1,3,3
No,Female,52,Married,Other,4,2950,8,9,1,No,13,3,Travel_Rarely,0,5,4,0,4,3,3,1,3,1
No,Female,37,Single,Medical,3,3629,11,4,1,No,18,3,Travel_Rarely,0,3,2,0,2,1,3,3,1,3
No,Male,35,Single,Life Sciences,2,9362,18,2,3,No,11,3,Travel_Frequently,0,2,2,2,2,3,3,4,3,3
No,Male,25,Married,Technical Degree,3,3229,1,4,1,No,11,3,Travel_Rarely,1,3,2,0,2,1,3,4,2,2
No,Male,26,Single,Other,3,3578,7,0,1,No,12,3,Travel_Rarely,0,7,7,0,7,3,4,1,4,3
No,Male,29,Single,Other,3,7988,17,1,3,No,13,3,Travel_Rarely,0,10,9,0,9,2,2,1,1,2
Yes,Male,49,Single,Life Sciences,2,4284,28,3,2,No,20,4,Travel_Frequently,0,4,3,1,3,1,2,1,1,3
Yes,Female,29,Single,Other,1,7553,14,0,3,Yes,12,3,Travel_Frequently,0,8,7,7,7,3,3,4,1,3
No,Female,54,Single,Medical,3,17328,1,6,4,No,19,3,Travel_Rarely,0,20,7,12,7,4,3,4,4,2
No,Female,58,Married,Medical,3,19701,1,3,5,Yes,21,4,Travel_Rarely,1,9,8,1,5,4,3,1,3,3
No,Male,55,Divorced,Medical,4,14732,1,2,4,No,13,3,Travel_Rarely,2,7,7,0,0,2,4,4,4,4
No,Female,36,Single,Marketing,4,9278,3,3,2,Yes,16,3,Travel_Rarely,0,5,4,0,1,1,3,2,4,3
Yes,Female,31,Single,Life Sciences,4,1359,1,1,1,No,12,3,Travel_Frequently,0,1,0,0,0,2,1,3,2,3
No,Female,30,Divorced,Marketing,4,4779,7,7,2,No,14,3,Travel_Rarely,2,3,2,0,2,4,3,1,2,3
No,Female,31,Single,Life Sciences,5,16422,8,3,4,No,11,3,Travel_Rarely,0,3,2,1,0,1,3,2,3,4
No,Male,34,Divorced,Other,4,2996,1,5,1,No,14,3,Travel_Frequently,2,4,3,1,3,4,3,1,3,3
Yes,Female,31,Single,Life Sciences,3,1261,8,1,1,No,12,3,Travel_Rarely,0,1,0,0,0,1,2,2,3,4
No,Male,27,Married,Life Sciences,1,2099,11,0,1,No,14,3,Travel_Rarely,0,5,0,1,4,2,3,1,2,4
No,Male,36,Single,Life Sciences,4,5810,4,1,2,No,16,3,Travel_Rarely,0,10,4,1,8,1,2,4,3,2
No,Female,36,Married,Marketing,4,5647,16,4,2,No,13,3,Travel_Rarely,2,3,2,0,2,3,2,1,1,2
No,Male,47,Married,Technical Degree,3,3420,1,7,1,No,12,3,Travel_Rarely,1,6,5,1,2,1,3,4,3,2
Yes,Male,25,Married,Life Sciences,2,4400,9,3,1,No,12,3,Travel_Rarely,0,3,2,2,2,1,2,1,1,3
No,Male,37,Single,Technical Degree,2,3500,5,0,1,No,14,3,Non-Travel,0,6,5,1,3,3,4,3,1,1
No,Female,56,Married,Life Sciences,2,2066,1,2,1,No,22,4,Travel_Rarely,1,3,2,1,0,1,3,1,4,4
No,Female,47,Married,Medical,4,17169,2,3,4,No,19,3,Travel_Rarely,2,20,17,5,6,1,3,3,2,4
No,Female,24,Married,Medical,1,4162,4,1,2,Yes,12,3,Travel_Rarely,2,5,4,0,3,4,3,3,3,3
No,Male,32,Married,Marketing,5,9204,7,4,2,No,12,3,Travel_Rarely,1,4,3,0,3,4,3,4,3,2
No,Female,34,Married,Life Sciences,3,3294,1,5,1,No,17,3,Travel_Rarely,1,5,4,0,2,4,2,2,1,2
No,Male,41,Married,Medical,5,2127,5,2,1,Yes,12,3,Travel_Rarely,0,4,2,0,3,2,4,3,1,2
No,Male,40,Divorced,Other,4,3975,9,3,2,No,11,3,Non-Travel,2,8,7,0,7,3,3,3,3,4
No,Male,31,Divorced,Life Sciences,2,10793,8,1,3,No,18,3,Travel_Rarely,1,13,7,9,9,1,3,4,1,3
Yes,Male,46,Divorced,Marketing,3,10096,9,4,3,No,11,3,Travel_Rarely,1,7,7,4,3,1,3,4,1,4
Yes,Female,39,Single,Life Sciences,3,3646,2,2,1,Yes,23,4,Non-Travel,0,1,0,0,0,1,2,1,2,4
Yes,Female,31,Single,Life Sciences,5,7446,1,1,3,No,11,3,Travel_Frequently,0,10,8,4,7,3,4,2,1,3
No,Male,45,Divorced,Medical,3,10851,20,2,3,Yes,18,3,Travel_Rarely,1,7,7,0,7,2,1,1,2,3
No,Female,31,Single,Medical,2,2109,8,9,1,No,18,3,Travel_Rarely,0,3,2,0,2,4,4,2,4,3
Yes,Male,31,Married,Life Sciences,3,3722,2,6,1,Yes,13,3,Travel_Frequently,1,2,2,2,2,2,3,4,3,1
No,Male,45,Married,Technical Degree,3,9380,29,4,3,Yes,18,3,Travel_Rarely,2,3,1,1,2,2,3,4,4,4
No,Male,48,Divorced,Marketing,3,5486,7,4,2,No,11,3,Travel_Rarely,3,2,2,2,2,3,3,1,1,3
Yes,Female,34,Married,Technical Degree,4,2742,9,1,1,No,15,3,Travel_Rarely,0,2,2,2,2,1,3,3,4,3
No,Male,40,Divorced,Medical,1,13757,8,2,3,No,11,3,Non-Travel,1,9,8,4,8,4,2,2,3,3
No,Male,28,Single,Medical,3,8463,5,0,2,No,18,3,Travel_Rarely,0,5,4,1,3,4,3,1,4,3
No,Male,44,Single,Life Sciences,3,3162,5,3,1,No,14,3,Non-Travel,0,5,2,0,3,3,2,3,4,3
No,Male,53,Single,Medical,3,16598,2,4,4,No,12,3,Travel_Rarely,0,9,8,8,8,4,4,2,2,2
No,Male,49,Married,Technical Degree,4,6651,5,2,2,No,14,3,Travel_Rarely,1,3,2,1,2,1,3,3,2,2
No,Male,40,Divorced,Medical,3,2345,2,2,1,No,14,3,Travel_Rarely,1,3,1,1,2,3,3,3,3,4
No,Male,44,Single,Life Sciences,3,3420,20,1,1,No,13,3,Travel_Rarely,0,5,2,1,3,4,3,2,3,2
No,Male,33,Married,Medical,3,4373,7,0,2,No,14,3,Travel_Frequently,2,4,3,0,3,4,3,1,1,3
No,Male,34,Single,Other,3,4759,3,3,2,No,18,3,Travel_Rarely,0,13,9,3,12,4,1,1,4,3
No,Male,30,Married,Life Sciences,1,5301,16,8,2,No,15,3,Travel_Rarely,2,2,1,2,2,4,3,3,3,2
No,Female,42,Single,Medical,2,3673,9,1,1,No,13,3,Travel_Frequently,0,12,9,5,8,1,3,4,3,3
No,Female,44,Married,Marketing,5,4768,1,7,2,No,12,3,Travel_Frequently,1,1,0,0,0,1,3,3,3,2
No,Male,30,Divorced,Technical Degree,3,1274,7,1,1,No,13,3,Non-Travel,2,1,0,0,0,3,3,3,2,2
No,Male,57,Married,Life Sciences,2,4900,1,0,2,No,24,4,Travel_Rarely,1,12,9,2,8,2,4,3,1,2
No,Male,49,Divorced,Life Sciences,4,10466,7,3,3,No,14,3,Travel_Rarely,2,8,7,0,7,3,3,2,2,3
No,Male,34,Divorced,Medical,3,17007,15,7,4,No,14,3,Travel_Frequently,2,14,8,6,9,2,3,1,4,2
Yes,Male,28,Married,Technical Degree,3,2909,1,3,1,No,15,3,Travel_Frequently,1,3,2,1,2,1,3,3,4,4
Yes,Female,29,Single,Technical Degree,3,5765,13,5,2,No,11,3,Travel_Frequently,0,5,3,0,0,1,3,2,1,1
Yes,Female,34,Single,Medical,4,4599,24,0,2,Yes,23,4,Travel_Rarely,0,15,9,10,10,1,2,2,3,4
No,Male,35,Married,Life Sciences,1,2404,7,1,1,No,13,3,Travel_Rarely,1,1,0,0,0,4,3,3,1,3
Yes,Male,24,Single,Medical,3,3172,9,2,1,Yes,11,3,Travel_Frequently,0,0,0,0,0,2,3,1,3,2
No,Female,24,Married,Life Sciences,2,2033,13,1,1,No,13,3,Non-Travel,1,1,0,0,0,4,3,2,3,3
No,Male,44,Single,Medical,1,10209,2,5,3,Yes,18,3,Travel_Frequently,0,2,2,2,2,2,3,3,2,2
No,Male,29,Divorced,Life Sciences,3,8620,19,1,2,No,14,3,Travel_Rarely,2,10,7,0,4,3,2,3,3,3
No,Male,30,Divorced,Life Sciences,3,2064,1,0,1,No,21,4,Travel_Rarely,1,5,3,1,3,3,3,3,1,4
No,Male,55,Married,Life Sciences,4,4035,4,0,2,Yes,16,3,Travel_Rarely,0,3,2,1,2,4,3,3,2,3
No,Female,33,Married,Medical,4,3838,4,8,1,No,11,3,Travel_Rarely,0,5,4,0,2,1,2,2,4,3
No,Female,47,Married,Medical,3,4591,14,3,2,Yes,17,3,Travel_Rarely,1,5,4,1,2,3,3,3,3,2
Yes,Male,28,Single,Medical,2,2561,2,7,1,No,11,3,Travel_Frequently,0,0,0,0,0,3,2,1,3,2
No,Male,28,Divorced,Life Sciences,3,1563,1,1,1,No,14,3,Travel_Rarely,1,1,0,0,0,1,2,3,4,1
No,Male,28,Single,Life Sciences,3,4898,7,0,2,No,14,3,Travel_Frequently,0,4,2,1,3,3,3,1,4,3
No,Female,49,Married,Medical,2,4789,3,4,2,No,25,4,Travel_Rarely,1,3,2,1,2,3,2,1,1,3
No,Female,29,Married,Life Sciences,1,3180,2,0,1,No,13,3,Travel_Frequently,3,3,2,0,2,4,3,2,3,3
No,Male,28,Married,Life Sciences,1,6549,29,1,2,No,14,3,Travel_Rarely,2,8,6,1,7,3,1,2,2,2
No,Male,33,Single,Life Sciences,5,6388,8,2,2,Yes,17,3,Travel_Rarely,0,0,0,0,0,4,3,3,1,3
No,Male,32,Single,Medical,3,11244,10,2,3,No,25,4,Travel_Rarely,0,5,2,0,0,3,3,4,2,4
No,Female,54,Divorced,Medical,4,16032,11,3,4,No,20,4,Travel_Frequently,1,14,9,1,12,2,3,4,1,3
Yes,Male,29,Single,Technical Degree,4,2362,1,6,1,No,13,3,Travel_Rarely,0,9,7,0,7,1,2,1,3,1
No,Male,44,Married,Life Sciences,3,16328,28,3,4,No,13,3,Travel_Rarely,1,20,6,14,17,4,3,1,3,4
No,Female,39,Single,Life Sciences,3,8376,6,4,3,No,18,3,Travel_Rarely,0,2,0,2,2,2,3,2,4,3
No,Female,46,Married,Life Sciences,3,16606,3,8,4,No,12,3,Travel_Rarely,1,13,12,5,1,3,3,2,4,4
No,Female,35,Single,Life Sciences,3,8606,16,1,3,No,19,3,Travel_Rarely,0,11,8,3,3,4,2,2,4,1
No,Male,23,Single,Life Sciences,1,2272,20,0,2,No,14,3,Travel_Rarely,0,4,3,1,2,1,3,3,2,3
Yes,Male,40,Single,Life Sciences,4,2018,9,3,1,No,14,3,Travel_Rarely,0,5,4,1,0,4,3,1,2,1
No,Male,34,Married,Technical Degree,3,7083,1,1,3,Yes,14,3,Travel_Rarely,0,10,9,8,6,4,2,3,4,3
Yes,Female,31,Single,Life Sciences,3,4084,3,1,1,No,12,3,Travel_Frequently,0,7,2,7,7,4,3,3,1,1
No,Male,50,Single,Medical,5,14411,22,1,4,Yes,13,3,Travel_Frequently,0,32,6,13,9,3,1,4,4,3
No,Male,34,Married,Technical Degree,2,2308,7,0,1,Yes,25,4,Travel_Rarely,1,11,10,5,7,2,3,3,2,3
No,Male,42,Married,Medical,3,4841,2,4,1,No,14,3,Travel_Rarely,1,1,0,0,0,3,2,2,2,3
No,Male,37,Married,Medical,3,4285,13,1,2,No,17,3,Travel_Rarely,0,10,8,3,7,1,3,4,1,3
No,Female,29,Married,Other,1,9715,8,3,2,No,13,3,Travel_Rarely,1,7,7,0,7,3,1,1,3,3
No,Male,33,Single,Life Sciences,3,4320,25,1,2,No,13,3,Travel_Rarely,0,5,3,0,2,4,2,2,4,3
No,Male,45,Married,Technical Degree,3,2132,28,4,1,No,20,4,Travel_Rarely,1,5,4,0,3,4,3,4,4,3
